epoch,timestamp_ms,tag1_anchor_count,tag1_avg_rssi,tag1_solve_ok,tag1_x,tag1_y,tag1_z,tag1_rmse_m,tag2_anchor_count,tag2_avg_rssi,tag2_solve_ok,tag2_x,tag2_y,tag2_z,tag2_rmse_m,fused_tag,fused_x,fused_y,fused_z,fused_rmse_m,flags
133,147872.0,5,-85.201,True,3.2776,-2.6738,1.392,0.1194,5,-84.197,True,3.5152,-2.7922,1.4088,0.0927,2,3.5051,-2.7907,1.4103,0.0927,weak_height_geometry
134,148172.0,5,-84.545,True,3.2953,-2.6786,1.3829,0.1208,5,-83.605,True,3.5256,-2.7885,1.4009,0.0927,2,3.5123,-2.7899,1.407,0.0927,weak_height_geometry
135,148422.0,5,-86.007,True,3.3282,-2.6823,1.3818,0.1261,0,,False,,,,,1,3.4479,-2.7522,1.3982,0.1261,tag2_no_3d_fix;tag1_saves_epoch;weak_height_geometry
136,148777.0,4,-85.747,True,3.2769,-2.6861,1.3837,0.1501,4,-83.985,True,3.4649,-2.8086,1.4198,0.128,2,3.4538,-2.772,1.4058,0.128,weak_height_geometry
137,149191.5,4,-84.841,True,3.2859,-2.6868,1.3945,0.1356,3,-80.142,False,,,,,1,3.395,-2.7422,1.4018,0.1356,tag2_no_3d_fix;tag1_saves_epoch;weak_height_geometry
138,149485.5,4,-84.769,True,3.289,-2.6897,1.3988,0.136,3,-79.813,False,,,,,1,3.3579,-2.7238,1.4008,0.136,tag2_no_3d_fix;tag1_saves_epoch;weak_height_geometry
139,149785.0,4,-85.29,True,3.3231,-2.7341,1.3653,0.1887,3,-81.264,False,,,,,1,3.3457,-2.7274,1.3883,0.1887,tag2_no_3d_fix;tag1_saves_epoch;weak_height_geometry
140,150165.0,4,-85.338,True,3.3232,-2.7329,1.3597,0.2009,3,-80.208,False,,,,,1,3.3378,-2.7293,1.3783,0.2009,tag2_no_3d_fix;tag1_saves_epoch;weak_height_geometry
141,150565.0,4,-85.339,True,3.3275,-2.7355,1.3567,0.1988,3,-81.295,False,,,,,1,3.3342,-2.7315,1.3708,0.1988,tag2_no_3d_fix;tag1_saves_epoch;weak_height_geometry
142,150967.0,4,-85.125,True,3.3435,-2.7478,1.3531,0.1899,4,-83.751,True,3.427,-2.7937,1.4451,0.109,2,3.3667,-2.7533,1.3968,0.109,weak_height_geometry
143,151392.0,5,-85.707,True,3.3651,-2.7233,1.3829,0.1606,5,-84.558,True,3.4362,-2.8073,1.4007,0.1133,2,3.391,-2.7722,1.3982,0.1133,weak_height_geometry
144,151772.0,5,-85.057,True,3.3907,-2.7134,1.3887,0.1649,5,-84.255,True,3.4209,-2.8095,1.3879,0.142,2,3.4015,-2.7852,1.3946,0.142,weak_height_geometry
145,152092.0,5,-84.653,True,3.4075,-2.7088,1.3818,0.1626,5,-84.384,True,3.4178,-2.8034,1.3903,0.1362,2,3.4072,-2.7916,1.3931,0.1362,weak_height_geometry
146,152475.5,5,-85.705,True,3.4019,-2.7125,1.3828,0.1657,4,-85.043,True,3.4231,-2.7937,1.3876,0.1456,1,3.4054,-2.7639,1.3895,0.1657,weak_height_geometry
147,152869.5,5,-86.645,True,3.3701,-2.7211,1.3909,0.1755,4,-84.235,True,3.4431,-2.7915,1.3909,0.1373,1,3.393,-2.7489,1.39,0.1755,weak_height_geometry
148,153269.5,5,-86.107,True,3.2887,-2.7397,1.3927,0.1854,4,-83.652,True,3.4304,-2.7999,1.4017,0.1276,1,3.3565,-2.7457,1.3909,0.1854,weak_height_geometry
149,153669.5,5,-85.664,True,3.3404,-2.7408,1.3999,0.183,4,-83.671,True,3.4353,-2.796,1.4103,0.1289,1,3.3509,-2.744,1.3941,0.183,weak_height_geometry
150,153989.5,5,-85.641,True,3.4136,-2.7242,1.4107,0.1541,4,-84.031,True,3.4409,-2.787,1.407,0.1277,1,3.3728,-2.7371,1.3999,0.1541,weak_height_geometry
151,154390.0,5,-85.49,True,3.4343,-2.719,1.4215,0.1352,4,-83.707,True,3.4442,-2.7746,1.4091,0.1198,1,3.3943,-2.7308,1.4075,0.1352,weak_height_geometry
152,154690.0,5,-85.528,True,3.4404,-2.7009,1.4338,0.1363,4,-83.439,True,3.4505,-2.7692,1.4109,0.1218,1,3.4105,-2.7203,1.4167,0.1363,weak_height_geometry
153,154972.0,5,-86.543,True,3.4447,-2.6957,1.4333,0.1405,5,-86.289,True,3.4445,-2.7766,1.4138,0.1067,2,3.4224,-2.74,1.4157,0.1067,weak_height_geometry
154,155375.0,4,-86.728,True,3.485,-2.6134,1.3448,0.1246,5,-86.074,True,3.4402,-2.7703,1.4097,0.0891,2,3.4286,-2.7506,1.4136,0.0891,weak_height_geometry
155,155773.5,3,-84.735,False,,,,,5,-85.695,True,3.4628,-2.7237,1.6427,0.0796,2,3.4406,-2.7412,1.4938,0.0796,tag1_no_3d_fix;tag2_saves_epoch;weak_height_geometry
156,156070.0,3,-84.71,False,,,,,4,-84.456,True,3.4496,-2.729,1.5431,0.0772,2,3.4437,-2.7369,1.511,0.0772,tag1_no_3d_fix;tag2_saves_epoch;weak_height_geometry
157,156487.5,3,-84.432,False,,,,,5,-86.502,True,3.4474,-2.7299,1.8211,0.0877,2,3.445,-2.7345,1.6196,0.0877,tag1_no_3d_fix;tag2_saves_epoch
158,156787.5,3,-84.464,False,,,,,5,-86.786,True,3.4479,-2.7541,1.5013,0.0704,2,3.446,-2.7413,1.5782,0.0704,tag1_no_3d_fix;tag2_saves_epoch;weak_height_geometry
159,157167.5,3,-84.656,False,,,,,5,-86.44,True,3.4346,-2.7785,1.4289,0.0648,2,3.442,-2.7543,1.5259,0.0648,tag1_no_3d_fix;tag2_saves_epoch;weak_height_geometry
160,157772.0,5,-85.845,True,3.2925,-2.6842,1.4434,0.1292,5,-86.802,True,3.453,-2.7596,1.4012,0.0806,1,3.3897,-2.7298,1.497,0.1292,weak_height_geometry
161,158072.0,5,-85.609,True,3.2753,-2.6851,1.429,0.1309,5,-85.927,True,3.4588,-2.7514,1.3979,0.0835,2,3.4139,-2.7374,1.4624,0.0835,weak_height_geometry
162,158472.0,5,-85.586,True,3.2881,-2.6841,1.4294,0.1265,5,-85.513,True,3.4591,-2.7599,1.3905,0.0889,2,3.4297,-2.7453,1.4372,0.0889,weak_height_geometry
163,158792.0,5,-85.491,True,3.3295,-2.6743,1.4307,0.1179,5,-86.106,True,3.4437,-2.78,1.3952,0.0924,1,3.3946,-2.7204,1.4349,0.1179,weak_height_geometry
164,159192.0,5,-85.494,True,3.3716,-2.6568,1.4411,0.1135,5,-85.318,True,3.4583,-2.7732,1.3908,0.0941,2,3.4169,-2.7389,1.4195,0.0941,weak_height_geometry
165,159392.0,5,-85.3,True,3.3812,-2.6575,1.4441,0.1127,5,-85.055,True,3.45,-2.7854,1.4002,0.101,2,3.4285,-2.7552,1.4127,0.101,weak_height_geometry
166,159872.0,5,-85.395,True,3.3808,-2.6629,1.4482,0.1128,5,-85.672,True,3.4612,-2.787,1.3986,0.1002,1,3.4118,-2.7229,1.4252,0.1128,weak_height_geometry
167,160172.0,5,-85.56,True,3.3502,-2.6749,1.4363,0.1105,5,-86.241,True,3.4593,-2.7933,1.3977,0.0993,1,3.3902,-2.7061,1.4291,0.1105,weak_height_geometry
168,160672.0,5,-85.51,True,3.2953,-2.6786,1.4338,0.1138,5,-86.179,True,3.4666,-2.7889,1.3863,0.1022,1,3.357,-2.6965,1.4307,0.1138,weak_height_geometry
169,161092.0,5,-85.618,True,3.306,-2.6826,1.4463,0.1204,5,-84.423,True,3.4825,-2.7696,1.3805,0.1026,2,3.4009,-2.7221,1.4131,0.1026,weak_height_geometry
170,161412.0,5,-85.665,True,3.2955,-2.6822,1.4497,0.1241,5,-84.922,True,3.502,-2.7734,1.3928,0.103,2,3.4363,-2.74,1.406,0.103,weak_height_geometry
171,161694.5,4,-84.976,True,3.2942,-2.6762,1.4508,0.1367,5,-85.911,True,3.4923,-2.7879,1.4133,0.1041,2,3.4559,-2.7568,1.4086,0.1041,weak_height_geometry
172,162069.5,4,-86.286,True,3.3159,-2.6591,1.4548,0.1389,5,-85.947,True,3.4654,-2.8283,1.448,0.0996,2,3.4592,-2.7818,1.4223,0.0996,weak_height_geometry
173,162475.0,3,-86.543,False,,,,,4,-85.037,True,3.4448,-2.8638,1.469,0.1091,2,3.4542,-2.8105,1.4387,0.1091,tag1_no_3d_fix;tag2_saves_epoch;weak_height_geometry
174,162765.0,3,-86.075,False,,,,,4,-85.017,True,3.4374,-2.8708,1.4828,0.1092,2,3.4483,-2.8316,1.4541,0.1092,tag1_no_3d_fix;tag2_saves_epoch;weak_height_geometry
175,163168.0,3,-85.758,False,,,,,3,-81.623,False,,,,,,,,,,tag1_no_3d_fix;tag2_no_3d_fix;both_tags_no_3d_fix
176,163483.5,3,-86.094,False,,,,,3,-81.267,False,,,,,,,,,,tag1_no_3d_fix;tag2_no_3d_fix;both_tags_no_3d_fix
177,163985.5,4,-86.898,True,3.2033,-2.7007,1.5533,0.0945,3,-78.927,False,,,,,1,3.3625,-2.7858,1.4888,0.0945,tag2_no_3d_fix;tag1_saves_epoch;weak_height_geometry
178,164185.0,4,-83.677,True,3.288,-2.6564,1.5486,0.1177,3,-81.667,False,,,,,1,3.3364,-2.7405,1.5097,0.1177,tag2_no_3d_fix;tag1_saves_epoch;weak_height_geometry
179,164669.5,5,-85.81,True,3.3699,-2.5744,1.5474,0.1459,4,-82.28,True,3.3682,-2.7506,1.4463,0.1398,1,3.3482,-2.6824,1.5229,0.1459,weak_height_geometry
180,164869.5,5,-86.12,True,3.4005,-2.5413,1.5365,0.1589,4,-82.118,True,3.3067,-2.7326,1.4445,0.1415,1,3.3665,-2.633,1.5277,0.1589,weak_height_geometry
181,165478.0,4,-84.323,True,3.318,-2.3811,2.301,0.0059,4,-83.276,True,3.327,-2.6341,1.3404,0.1033,1,3.3495,-2.5448,1.7983,0.0059,
182,165767.0,4,-84.355,True,3.2912,-2.3645,2.3692,0.0054,4,-83.969,True,3.3222,-2.5808,1.3433,0.0793,1,3.3291,-2.4817,1.9982,0.0054,
183,166090.0,3,-83.301,False,,,,,4,-84.072,True,3.3094,-2.5835,1.3416,0.0747,2,3.3222,-2.5173,1.7684,0.0747,tag1_no_3d_fix;tag2_saves_epoch;weak_height_geometry
184,166488.0,3,-83.444,False,,,,,3,-82.573,False,,,,,,,,,,tag1_no_3d_fix;tag2_no_3d_fix;both_tags_no_3d_fix
185,166765.0,3,-84.475,False,,,,,4,-85.44,True,3.3257,-2.5848,1.3426,0.0484,2,3.3234,-2.541,1.6193,0.0484,tag1_no_3d_fix;tag2_saves_epoch;weak_height_geometry
186,167165.0,3,-84.998,False,,,,,4,-83.987,True,3.366,-2.6071,1.3401,0.0227,2,3.3383,-2.5641,1.5216,0.0227,tag1_no_3d_fix;tag2_saves_epoch;weak_height_geometry
187,167672.0,4,-86.065,True,3.4597,-2.6185,1.508,0.187,4,-84.422,True,3.5388,-2.7659,1.5416,0.1332,2,3.4085,-2.6347,1.5286,0.1332,weak_height_geometry
188,168069.5,4,-87.203,True,3.5192,-2.6091,1.4942,0.1666,5,-86.439,True,3.607,-2.7604,1.571,0.1112,2,3.478,-2.6787,1.5434,0.1112,weak_height_geometry
189,168292.0,5,-85.892,True,3.4982,-2.5476,1.7687,0.1927,5,-85.827,True,3.6194,-2.7739,1.5331,0.1116,2,3.5274,-2.712,1.5398,0.1116,weak_height_geometry
190,168692.0,5,-86.036,True,3.4404,-2.5811,1.5585,0.1393,5,-85.86,True,3.6412,-2.7794,1.502,0.1148,2,3.5672,-2.7356,1.5266,0.1148,weak_height_geometry
191,169072.0,5,-85.95,True,3.4385,-2.594,1.4923,0.1204,5,-85.627,True,3.6447,-2.7887,1.5053,0.1155,2,3.5943,-2.7542,1.5192,0.1155,weak_height_geometry
192,169472.0,5,-86.073,True,3.4427,-2.591,1.4838,0.1259,5,-85.603,True,3.649,-2.7914,1.515,0.1154,2,3.6135,-2.7672,1.5177,0.1154,weak_height_geometry
193,169972.0,5,-85.761,True,3.4581,-2.5882,1.4869,0.1274,5,-85.742,True,3.6332,-2.7847,1.5101,0.1102,2,3.6204,-2.7733,1.5151,0.1102,weak_height_geometry
194,170372.0,5,-85.968,True,3.4809,-2.5834,1.4888,0.1322,5,-85.713,True,3.6352,-2.7789,1.5032,0.1119,2,3.6256,-2.7753,1.5109,0.1119,weak_height_geometry
195,170692.0,5,-85.948,True,3.4824,-2.5817,1.4932,0.1333,5,-86.15,True,3.6178,-2.7805,1.5209,0.1194,2,3.6229,-2.7771,1.5144,0.1194,weak_height_geometry
196,170892.0,5,-86.649,True,3.4747,-2.5795,1.4958,0.1347,5,-85.853,True,3.6079,-2.7818,1.5337,0.1227,2,3.6176,-2.7787,1.5211,0.1227,weak_height_geometry
197,171372.0,5,-86.077,True,3.4315,-2.6013,1.4783,0.1405,5,-85.574,True,3.5716,-2.791,1.567,0.1276,2,3.6015,-2.783,1.5372,0.1276,weak_height_geometry
198,171672.0,5,-86.086,True,3.4221,-2.5985,1.4759,0.1379,5,-85.905,True,3.5708,-2.7871,1.5679,0.1211,2,3.5908,-2.7844,1.548,0.1211,weak_height_geometry
199,172172.0,5,-86.509,True,3.3968,-2.5843,1.4806,0.1368,5,-86.001,True,3.5665,-2.7878,1.5772,0.1182,2,3.5823,-2.7856,1.5582,0.1182,weak_height_geometry
200,172474.5,5,-84.318,True,3.4013,-2.5849,1.4899,0.1313,4,-83.892,True,3.5589,-2.807,1.5311,0.1426,1,3.5189,-2.7154,1.5343,0.1313,weak_height_geometry
201,172774.5,5,-86.086,True,3.437,-2.5762,1.4959,0.1302,4,-82.545,True,3.5908,-2.7734,1.5171,0.1563,1,3.4903,-2.6667,1.5209,0.1302,weak_height_geometry
202,173195.0,4,-84.777,True,3.4233,-2.6161,1.4834,0.1521,5,-86.465,True,3.4743,-2.7556,1.527,0.1288,2,3.4847,-2.6978,1.523,0.1288,weak_height_geometry
203,173489.5,4,-84.996,True,3.3477,-2.6509,1.4726,0.175,5,-85.467,True,3.3071,-2.7577,1.5002,0.1021,2,3.4225,-2.7187,1.515,0.1021,weak_height_geometry
204,173869.5,4,-84.792,True,3.224,-2.6717,1.4943,0.2124,5,-84.399,True,3.2399,-2.7167,1.6118,0.0969,2,3.3586,-2.718,1.5489,0.0969,weak_height_geometry
205,174369.5,4,-85.144,True,3.1534,-2.6786,1.5002,0.197,5,-86.099,True,3.2332,-2.6896,1.6149,0.1147,2,3.3147,-2.7081,1.572,0.1147,weak_height_geometry
206,174672.0,4,-84.319,True,3.1424,-2.7001,1.4768,0.1913,4,-85.154,True,3.2461,-2.6854,1.6098,0.1208,2,3.2907,-2.7001,1.5853,0.1208,weak_height_geometry
207,175067.0,4,-85.324,True,3.1064,-2.7615,1.4838,0.1805,4,-85.622,True,3.2594,-2.6939,1.521,0.108,2,3.2797,-2.6979,1.5628,0.108,weak_height_geometry
208,175392.5,5,-84.398,True,3.1762,-2.6925,1.7118,0.1649,3,-82.268,False,,,,,1,3.2435,-2.696,1.6149,0.1649,tag2_no_3d_fix;tag1_saves_epoch;weak_height_geometry
209,175707.5,5,-83.863,True,3.2681,-2.5826,1.8027,0.1544,3,-83.888,False,,,,,1,3.2521,-2.6564,1.6807,0.1544,tag2_no_3d_fix;tag1_saves_epoch
210,176067.5,5,-84.471,True,3.3741,-2.4792,1.6889,0.1426,3,-82.709,False,,,,,1,3.2948,-2.5944,1.6835,0.1426,tag2_no_3d_fix;tag1_saves_epoch;weak_height_geometry
211,176567.5,5,-81.677,True,3.4965,-2.4127,1.6816,0.1458,3,-82.389,False,,,,,1,3.3654,-2.5308,1.6829,0.1458,tag2_no_3d_fix;tag1_saves_epoch;weak_height_geometry
212,176969.5,5,-81.115,True,3.5086,-2.3954,1.6977,0.1442,4,-86.491,True,3.613,-2.6471,1.5494,0.1523,1,3.4155,-2.4834,1.688,0.1442,weak_height_geometry
213,177469.5,5,-81.444,True,3.211,-2.3347,1.7222,0.1534,4,-85.822,True,3.2356,-2.5983,1.5469,0.136,1,3.3439,-2.4314,1.7,0.1534,weak_height_geometry
214,177674.5,5,-83.019,True,3.1133,-2.2981,1.7765,0.1626,4,-85.357,True,3.0554,-2.544,1.5138,0.1114,1,3.2632,-2.3847,1.7268,0.1626,
215,178015.0,5,-82.216,True,2.8044,-2.1247,1.6102,0.1407,4,-85.705,True,2.9624,-2.4451,1.4576,0.0604,1,3.1026,-2.2937,1.686,0.1407,weak_height_geometry
216,178469.5,5,-81.8,True,2.5657,-1.9671,1.5894,0.1901,4,-83.276,True,2.7763,-2.2033,1.458,0.1288,1,2.9147,-2.1794,1.6522,0.1901,weak_height_geometry
217,178769.5,5,-82.663,True,2.4676,-1.9107,1.608,0.2218,4,-83.837,True,2.6529,-2.1271,1.5203,0.1107,1,2.7582,-2.0854,1.6367,0.2218,weak_height_geometry
218,179169.5,5,-83.152,True,2.2506,-1.7281,1.5948,0.288,4,-82.276,True,2.11,-1.7492,1.531,0.1768,1,2.5805,-1.9603,1.622,0.288,weak_height_geometry
219,179569.5,5,-81.762,True,2.08,-1.366,1.6089,0.2475,4,-84.521,True,1.8878,-1.5724,1.5296,0.1878,1,2.4054,-1.7523,1.6174,0.2475,weak_height_geometry
220,179869.5,5,-80.949,True,1.8798,-1.09,1.6157,0.2236,4,-83.449,True,1.8271,-1.4529,1.542,0.1859,1,2.2214,-1.5205,1.6168,0.2236,weak_height_geometry
221,180194.5,5,-81.812,True,1.7202,-0.8047,1.5999,0.125,4,-83.488,True,1.7727,-1.3515,1.543,0.1487,1,2.046,-1.27,1.6109,0.125,weak_height_geometry
222,180669.5,5,-77.78,True,1.5479,-0.4964,1.6442,0.1145,4,-78.196,True,1.4864,-0.9267,1.5886,0.1446,1,1.8716,-0.9992,1.6226,0.1145,weak_height_geometry
223,180969.5,5,-79.05,True,1.5022,-0.4078,1.6489,0.1052,4,-77.525,True,1.3843,-0.7177,1.6103,0.1513,1,1.7423,-0.7922,1.6318,0.1052,weak_height_geometry
224,181369.5,5,-79.478,True,1.3395,-0.2357,1.6816,0.1403,4,-76.006,True,1.2814,-0.4004,1.7817,0.0558,1,1.6014,-0.5975,1.6492,0.1403,weak_height_geometry
225,181872.0,4,-74.906,True,1.2079,0.0664,1.7441,0.1064,4,-78.134,True,1.1442,-0.2931,2.1881,0.0367,2,1.4414,-0.4909,1.8378,0.0367,
226,182167.0,4,-73.45,True,1.1047,0.1282,1.8194,0.0634,4,-77.517,True,0.843,-0.2615,2.3289,0.053,1,1.3235,-0.2742,1.8314,0.0634,
227,182472.0,4,-74.391,True,0.8492,0.211,1.7265,0.0319,4,-77.862,True,0.7455,-0.2521,2.3664,0.0656,2,1.1212,-0.2665,2.0187,0.0656,
228,182987.5,4,-75.412,True,0.7863,0.2563,1.7102,0.0474,4,-77.199,True,0.8191,-0.4032,2.2018,0.004,2,1.0155,-0.3143,2.0827,0.004,
229,183267.0,4,-74.105,True,0.8534,0.264,1.7129,0.0393,4,-77.9,True,0.8532,-0.4432,2.1508,0.0218,2,0.9587,-0.3594,2.1066,0.0218,
230,183767.0,4,-74.62,True,0.8307,0.3148,1.7456,0.0163,4,-78.925,True,0.7958,-0.2348,2.4305,0.0519,2,0.9017,-0.3158,2.2199,0.0519,
231,183972.0,4,-74.662,True,0.8215,0.3304,2.0245,0.024,4,-80.596,True,0.7584,-0.0999,2.6144,0.088,1,0.8736,-0.0897,2.1515,0.024,
232,184272.0,4,-75.23,True,0.7781,0.4293,2.1973,0.0299,4,-79.071,True,0.6742,0.085,2.8072,0.1751,1,0.8402,0.092,2.1675,0.0299,
233,184771.0,4,-74.844,True,0.7441,0.7039,2.2856,0.0097,3,-78.364,False,,,,,1,0.8066,0.3062,2.2088,0.0097,tag2_no_3d_fix;tag1_saves_epoch
234,184990.5,4,-75.71,True,0.7434,0.7476,2.3403,0.0167,3,-76.946,False,,,,,1,0.7845,0.4606,2.2549,0.0167,tag2_no_3d_fix;tag1_saves_epoch
235,185305.5,4,-76.425,True,0.753,0.7766,2.3899,0.0133,3,-77.725,False,,,,,1,0.7734,0.5712,2.3021,0.0133,tag2_no_3d_fix;tag1_saves_epoch
236,185765.0,4,-76.491,True,0.8355,0.8812,2.4403,0.0253,3,-78.375,False,,,,,1,0.7952,0.6797,2.3505,0.0253,tag2_no_3d_fix;tag1_saves_epoch
237,186065.0,4,-75.101,True,0.843,0.951,2.4123,0.0285,3,-78.86,False,,,,,1,0.8119,0.7747,2.3721,0.0285,tag2_no_3d_fix;tag1_saves_epoch
238,186567.5,5,-78.608,True,0.9995,0.8841,2.7683,0.2348,3,-78.501,False,,,,,1,0.8776,0.813,2.5108,0.2348,tag2_no_3d_fix;tag1_saves_epoch
239,187069.5,5,-77.617,True,0.9001,1.1984,2.7223,0.0995,4,-81.481,True,1.1786,0.6537,3.454,0.1474,1,0.8854,0.9479,2.5848,0.0995,
240,187295.0,5,-77.428,True,0.9236,1.2614,2.7554,0.1271,4,-82.5,True,1.1971,0.6914,3.4657,0.1402,1,0.8988,1.0576,2.6445,0.1271,
241,187692.5,4,-76.864,True,1.0305,1.1966,2.8458,0.075,4,-82.737,True,1.1994,0.7492,3.4852,0.1212,1,0.9449,1.1063,2.715,0.075,
242,187967.0,4,-78.29,True,1.0504,1.1911,2.8359,0.0727,4,-81.22,True,1.1558,0.7823,3.5283,0.1187,1,0.9818,1.136,2.7573,0.0727,
243,188567.0,4,-77.193,True,1.0788,1.1008,2.8334,0.0543,4,-81.518,True,1.1131,0.7698,3.6949,0.1228,1,1.0158,1.1237,2.7839,0.0543,
244,188867.0,4,-78.254,True,1.0826,1.0793,2.8251,0.0613,4,-80.332,True,1.1,0.7835,3.7063,0.1199,1,1.0392,1.1081,2.7983,0.0613,
245,189367.0,4,-77.143,True,1.0635,1.0085,2.8678,0.0911,4,-81.091,True,1.0862,0.6045,3.7649,0.0127,1,1.0477,1.0733,2.8226,0.0911,
246,189692.5,4,-77.196,True,1.0542,1.0115,2.8659,0.0896,4,-83.26,True,1.0395,0.6718,3.7521,0.1265,1,1.05,1.0517,2.8378,0.0896,
247,190089.5,5,-79.983,True,0.964,1.1853,2.8169,0.1862,4,-81.978,True,1.1421,0.7314,3.7347,0.0073,1,1.0199,1.0985,2.8305,0.1862,
248,190369.5,5,-78.363,True,0.9358,1.2547,2.8259,0.1398,4,-81.134,True,1.3385,0.8091,3.7395,0.0957,1,0.9904,1.1531,2.8289,0.1398,
249,190669.5,5,-79.525,True,0.9249,1.3254,2.846,0.0974,4,-81.624,True,1.3855,0.8191,3.7545,0.112,1,0.9675,1.2134,2.8349,0.0974,
250,191172.0,4,-77.487,True,0.9773,1.2649,2.907,0.027,4,-82.67,True,1.2528,0.8301,3.6964,0.0937,1,0.9709,1.2314,2.8601,0.027,
251,191667.0,4,-77.32,True,0.997,1.1913,2.8631,0.0168,4,-82.423,True,1.1985,0.8242,3.6724,0.0874,1,0.98,1.2174,2.8612,0.0168,
252,191967.0,4,-77.499,True,0.9642,1.2188,2.842,0.0165,4,-81.074,True,1.2036,0.8255,3.6833,0.0891,1,0.9745,1.2179,2.8544,0.0165,
253,192213.0,4,-76.091,True,0.9508,1.2415,2.8389,0.0148,4,-81.49,True,1.2482,0.8087,3.7381,0.097,1,0.9662,1.2262,2.849,0.0148,
254,192567.0,4,-77.426,True,0.9597,1.2887,2.8745,0.0208,4,-82.077,True,1.2903,0.7849,3.764,0.1154,1,0.9639,1.248,2.8579,0.0208,
255,193067.0,4,-77.005,True,0.9797,1.3399,2.817,0.0107,4,-81.827,True,1.229,0.7579,3.5463,0.1899,1,0.9695,1.2802,2.8436,0.0107,
256,193469.5,5,-78.295,True,0.9859,1.3959,2.7641,0.0843,4,-81.915,True,1.2246,0.7715,3.5183,0.1957,1,0.9752,1.3207,2.8158,0.0843,
257,193669.5,5,-78.346,True,0.9879,1.4117,2.7522,0.0787,4,-82.106,True,1.2146,0.8239,3.5206,0.1755,1,0.9797,1.3526,2.7935,0.0787,
258,194069.5,5,-77.911,True,0.9936,1.4239,2.7759,0.0775,4,-81.115,True,1.2187,0.842,3.5388,0.1521,1,0.9846,1.3775,2.7874,0.0775,
259,194615.0,5,-78.08,True,0.9968,1.4147,2.8076,0.0807,4,-82.986,True,1.2126,0.8464,3.544,0.1419,1,0.9888,1.3905,2.7945,0.0807,
260,194969.5,5,-78.168,True,0.9858,1.4243,2.8033,0.0692,4,-82.238,True,1.2116,0.855,3.5382,0.1402,1,0.9878,1.4024,2.7976,0.0692,
261,195269.5,5,-78.689,True,0.9767,1.4249,2.8022,0.0684,4,-82.642,True,1.2136,0.8617,3.5473,0.1428,1,0.9839,1.4102,2.7992,0.0684,
262,195569.5,5,-78.097,True,0.9736,1.4245,2.8023,0.0681,4,-81.821,True,1.1944,0.8667,3.5144,0.145,1,0.9803,1.4152,2.8003,0.0681,
263,195869.5,5,-78.156,True,0.9736,1.4091,2.8087,0.0788,4,-81.592,True,1.1858,0.8721,3.5016,0.1454,1,0.9779,1.4131,2.8032,0.0788,
264,196369.5,5,-78.332,True,0.9621,1.3993,2.81,0.0774,4,-81.864,True,1.1908,0.7161,3.547,0.0309,1,0.9724,1.4083,2.8056,0.0774,
265,196669.5,5,-79.06,True,0.9588,1.3979,2.8263,0.0756,4,-81.984,True,1.1845,0.6809,3.5613,0.0053,1,0.9677,1.4046,2.8128,0.0756,
266,197115.0,5,-78.228,True,0.9648,1.4078,2.8276,0.0712,4,-81.464,True,1.1894,0.6531,3.5679,0.0038,1,0.9667,1.4057,2.818,0.0712,
267,197369.5,5,-78.247,True,0.9686,1.4105,2.8371,0.0761,4,-81.521,True,1.1949,0.6451,3.5639,0.0077,1,0.9673,1.4074,2.8247,0.0761,
268,197769.5,5,-78.209,True,0.9702,1.4114,2.8406,0.078,4,-82.017,True,1.1928,0.6469,3.5589,0.0079,1,0.9684,1.4088,2.8302,0.078,
269,198169.5,5,-78.373,True,0.9604,1.4109,2.8372,0.0824,4,-80.52,True,1.1866,0.6372,3.5346,0.0068,1,0.9656,1.4095,2.8327,0.0824,
270,198469.5,5,-78.265,True,0.9428,1.41,2.8291,0.0836,4,-81.223,True,1.19,0.6159,3.5252,0.0005,1,0.9576,1.4097,2.8314,0.0836,
271,198869.5,5,-78.404,True,0.9374,1.4078,2.8203,0.0816,4,-81.115,True,1.1845,0.6198,3.5059,0.0141,1,0.9505,1.409,2.8275,0.0816,
272,199295.0,5,-78.352,True,0.9429,1.4089,2.8075,0.0795,4,-82.202,True,1.1537,0.7735,3.473,0.1207,1,0.9479,1.409,2.8205,0.0795,
273,199615.0,5,-78.32,True,0.9371,1.435,2.7901,0.0645,4,-82.43,True,1.1591,0.8049,3.4643,0.1454,1,0.9441,1.4181,2.8099,0.0645,
274,200069.5,5,-78.314,True,0.9524,1.4367,2.7838,0.0657,4,-81.759,True,1.1823,0.8036,3.4839,0.1736,1,0.947,1.4246,2.8007,0.0657,
275,200469.5,5,-78.762,True,0.9632,1.4409,2.7685,0.0685,4,-80.491,True,1.2067,0.7866,3.5169,0.1724,1,0.9527,1.4303,2.7895,0.0685,
276,200769.5,5,-77.855,True,1.0172,1.4566,2.7099,0.0752,4,-80.352,True,1.2822,0.776,3.53,0.1584,1,0.9752,1.4395,2.7616,0.0752,
277,201169.5,5,-77.562,True,1.0495,1.4886,2.6984,0.0968,4,-80.439,True,1.308,0.8224,3.5389,0.1348,1,1.0012,1.4567,2.7395,0.0968,
278,201569.5,5,-75.451,True,1.0539,1.601,2.8583,0.1103,4,-83.358,True,1.2008,1.1683,3.5425,0.029,1,1.0197,1.5072,2.7811,0.1103,
