# RSSI Measurement Log
# Date: 20260331_123932
# Frequency: 2400.0 MHz
# Gain: 40 dB
# Measurement	RSSI (dB)
1,-24.27
2,-20.97
3,-20.16
4,-23.17
5,-28.32
6,-26.64
7,-21.05
8,-18.03
9,-17.35
10,-20.56
11,-28.18
12,-42.09
13,-27.73
14,-25.83
15,-24.50
16,-25.60
17,-27.90
18,-22.00
19,-20.28
20,-18.97
21,-18.54
22,-19.94
23,-20.60
24,-19.45
25,-18.95
26,-19.32
27,-20.79
28,-24.63
29,-35.77
30,-31.29
31,-22.80
32,-19.75
33,-18.12
34,-18.06
35,-19.43
36,-22.78
