kind,timestamp_ms,tag_id,x_m,y_m,z_m,mode,anchor_count,rmse_m,max_error_m,avg_anchor_rssi_dbm,quality,held,motion_rejected,raw_x_m,raw_y_m,raw_z_m,z_candidates,z_mode,used_anchors,rejected_anchors,line_num
tag,105722.000,2,1.838026,12.678848,1.214621,3d_robust_wls,5,0.061560,0.114817,-81.842,64.508513,0,0,1.838026,12.678848,1.214621,,,1|2|3|4|5,,372
tag,105822.000,1,2.005518,11.991465,4.366085,3d_robust_wls,5,0.051281,0.101834,-82.120,64.719452,0,0,2.005518,11.991465,4.366085,,,1|2|3|4|5,,373
tag,105922.000,2,1.941343,12.562736,1.178379,3d_robust_wls,5,0.038375,0.070636,-80.583,65.644715,0,0,1.941343,12.562736,1.178379,,,1|2|3|4|5,,374
tag,106022.000,1,2.109957,11.927634,4.368004,3d_robust_wls,5,0.037732,0.071246,-81.140,65.469031,0,0,2.109957,11.927634,4.368004,,,1|2|3|4|5,,375
tag,106128.000,2,2.044836,12.471478,1.123132,3d_robust_wls,4,0.052227,0.087705,-79.337,53.665260,0,0,2.044836,12.471478,1.123132,,,1|3|4|5,,376
tag,106228.000,1,2.148181,11.871861,4.351680,3d_robust_wls,4,0.018346,0.032517,-76.866,55.546515,0,0,2.148181,11.871861,4.351680,,,1|3|4|5,,377
tag,106328.000,2,2.144646,12.393068,1.009569,3d_robust_wls,4,0.051074,0.087120,-77.288,54.417054,0,0,2.144646,12.393068,1.009569,,,1|3|4|5,,378
tag,106428.000,1,2.218295,11.804525,4.338904,3d_robust_wls,4,0.005710,0.009917,-76.251,56.140785,0,0,2.218295,11.804525,4.338904,,,1|3|4|5,,379
tag,106558.000,2,2.234676,12.327195,0.989030,3d_robust_wls,4,0.045482,0.076146,-78.045,54.319957,0,0,2.234676,12.327195,0.989030,,,1|3|4|5,,380
tag,106617.000,1,2.278686,11.769006,4.348279,3d_robust_wls,4,0.002681,0.004518,-77.473,55.803900,0,0,2.278686,11.769006,4.348279,,,1|3|4|5,,381
tag,106758.000,2,2.292373,12.244337,0.920670,3d_robust_wls,4,0.051753,0.085683,-77.911,54.178535,0,0,2.292373,12.244337,0.920670,,,1|3|4|5,,382
tag,106817.000,1,2.334153,11.697992,4.407093,3d_robust_wls,4,0.013829,0.023752,-78.588,55.079312,0,0,2.334153,11.697992,4.407093,,,1|3|4|5,,383
tag,106917.000,2,2.354657,12.145732,0.846443,3d_robust_wls,4,0.068843,0.109150,-79.223,53.206684,0,0,2.354657,12.145732,0.846443,,,1|3|4|5,,384
tag,107017.000,1,2.378558,11.645266,4.443621,3d_robust_wls,4,0.027715,0.045339,-79.131,54.472876,0,0,2.378558,11.645266,4.443621,,,1|3|4|5,,385
tag,107117.000,2,2.392794,12.048356,0.829468,3d_robust_wls,4,0.063482,0.104718,-77.570,53.945908,0,0,2.392794,12.048356,0.829468,,,1|3|4|5,,386
tag,107223.000,1,2.408497,11.498129,4.443621,xy_robust_height_locked,3,0.004052,0.005962,-77.001,43.928028,0,0,2.408497,11.498129,4.443621,,,3|4|5,,387
tag,107317.000,2,2.456202,11.943686,0.872056,3d_robust_wls,4,0.066100,0.110438,-77.507,53.889385,0,0,2.456202,11.943686,0.872056,,,1|3|4|5,,388
tag,107417.000,1,2.503768,11.454286,4.333753,3d_robust_wls,4,0.050362,0.088674,-81.885,52.829503,0,0,2.503768,11.454286,4.333753,,,1|3|4|5,,389
tag,107517.000,2,2.525548,11.840585,0.906824,3d_robust_wls,4,0.059612,0.096414,-77.953,53.927942,0,0,2.525548,11.840585,0.906824,,,1|3|4|5,,390
tag,107623.000,1,2.518463,11.291604,4.333753,xy_robust_height_locked,3,0.047492,0.063835,-79.838,41.631988,0,0,2.518463,11.291604,4.333753,,,3|4|5,,391
tag,107717.000,2,2.589854,11.741842,0.927746,3d_robust_wls,4,0.069784,0.106384,-80.336,52.789010,0,0,2.589854,11.741842,0.927746,,,1|3|4|5,,392
tag,107858.000,1,2.697868,11.340529,3.941327,3d_robust_wls,4,0.067561,0.118547,-79.183,53.259023,0,0,2.697868,11.340529,3.941327,,,1|3|4|5,,393
tag,107917.000,2,2.580353,11.653116,0.908734,3d_robust_wls,4,0.062540,0.095756,-77.449,54.016737,0,0,2.580353,11.653116,0.908734,,,1|3|4|5,,394
tag,108058.000,1,2.778720,11.251536,3.845944,3d_robust_wls,4,0.086681,0.152205,-78.297,52.995760,0,0,2.778720,11.251536,3.845944,,,1|3|4|5,,395
tag,108117.000,2,2.620619,11.536757,0.921489,3d_robust_wls,4,0.061499,0.094114,-76.221,54.477702,0,0,2.620619,11.536757,0.921489,,,1|3|4|5,,396
tag,108217.000,1,2.787401,11.089415,3.959858,3d_robust_wls,4,0.059934,0.098746,-78.009,53.898679,0,0,2.787401,11.089415,3.959858,,,1|3|4|5,,397
tag,108317.000,2,2.648555,11.401355,0.877659,3d_robust_wls,4,0.091912,0.143800,-75.002,53.991987,0,0,2.648555,11.401355,0.877659,,,1|3|4|5,,398
tag,108417.000,1,2.788189,10.942285,4.003740,3d_robust_wls,4,0.040341,0.066499,-79.145,54.089172,0,0,2.788189,10.942285,4.003740,,,1|3|4|5,,399
tag,108522.000,2,2.663272,11.295803,0.827008,3d_robust_wls_drop_2,5,0.099700,0.141901,-79.887,52.048423,0,0,2.663272,11.295803,0.827008,,,1|3|4|5,2,400
tag,108627.000,1,2.755676,10.790840,4.003740,xy_robust_height_locked_drop_2,4,0.017088,0.025631,-78.279,43.089656,0,0,2.755676,10.790840,4.003740,,,3|4|5,2,401
tag,108722.000,2,2.595029,11.030175,0.827008,xy_robust_height_locked_drop_1-2,5,0.045444,0.065125,-80.462,41.474810,0,0,2.595029,11.030175,0.827008,,,3|4|5,1|2,402
tag,108833.000,1,2.736994,10.677872,4.003740,xy_robust_height_locked,3,0.008530,0.012592,-78.177,43.382094,0,0,2.736994,10.677872,4.003740,,,3|4|5,,403
tag,108962.000,2,2.666910,11.131245,0.834219,3d_robust_wls,5,0.149803,0.249433,-81.153,62.102193,0,0,2.666910,11.131245,0.834219,,,1|2|3|4|5,,404
tag,109023.000,1,2.735728,10.570251,4.003740,xy_robust_height_locked,3,0.001388,0.002102,-76.543,44.168165,0,0,2.735728,10.570251,4.003740,,,3|4|5,,405
tag,109162.000,2,2.656201,10.909636,0.851852,3d_robust_wls,5,0.073906,0.129847,-81.408,64.290004,0,0,2.656201,10.909636,0.851852,,,1|2|3|4|5,,406
tag,109213.000,1,2.706900,10.426779,4.003740,xy_robust_height_locked,3,0.020023,0.030277,-72.487,45.028675,0,0,2.706900,10.426779,4.003740,,,3|4|5,,407
tag,109322.000,2,2.727507,10.758324,0.941511,3d_robust_wls,5,0.067883,0.121500,-82.230,64.182873,0,0,2.727507,10.758324,0.941511,,,1|2|3|4|5,,408
tag,109413.000,1,2.708523,10.255021,4.003740,xy_robust_height_locked,3,0.012614,0.019532,-75.914,44.051741,0,0,2.708523,10.255021,4.003740,,,3|4|5,,409
tag,109522.000,2,2.743364,10.615528,0.889330,3d_robust_wls,5,0.075827,0.130129,-81.802,64.094549,0,0,2.743364,10.615528,0.889330,,,1|2|3|4|5,,410
tag,109613.000,1,2.724556,10.129372,4.003740,xy_robust_height_locked,3,0.008109,0.012702,-76.771,43.887008,0,0,2.724556,10.129372,4.003740,,,3|4|5,,411
tag,109722.000,2,2.785830,10.524122,0.928801,3d_robust_wls,5,0.075401,0.132066,-80.336,64.620386,0,0,2.785830,10.524122,0.928801,,,1|2|3|4|5,,412
tag,109813.000,1,2.728375,10.037086,4.003740,xy_robust_height_locked,3,0.031250,0.049424,-75.755,43.548123,0,0,2.728375,10.037086,4.003740,,,3|4|5,,413
tag,109922.000,2,2.841706,10.427743,0.898670,3d_robust_wls,5,0.098788,0.152227,-81.465,63.523539,0,0,2.841706,10.427743,0.898670,,,1|2|3|4|5,,414
tag,110013.000,1,2.736876,9.929879,4.003740,xy_robust_height_locked,3,0.065961,0.103789,-77.236,41.988636,0,0,2.736876,9.929879,4.003740,,,3|4|5,,415
tag,110122.000,2,2.903215,10.322701,0.968097,3d_robust_wls,5,0.099804,0.153667,-81.756,63.391156,0,0,2.903215,10.322701,0.968097,,,1|2|3|4|5,,416
tag,110254.000,1,2.727069,9.805861,4.003740,xy_robust_height_locked,3,0.112871,0.173453,-79.854,39.664810,0,0,2.727069,9.805861,4.003740,,,3|4|5,,417
tag,110322.000,2,2.909761,10.250003,1.019273,3d_robust_wls,5,0.097599,0.147925,-80.342,63.952214,0,0,2.909761,10.250003,1.019273,,,1|2|3|4|5,,418
tag,110453.000,1,2.733651,9.776344,4.003740,xy_robust_height_locked,3,0.147733,0.235197,-76.176,39.906338,0,0,2.733651,9.776344,4.003740,,,3|4|5,,419
tag,110522.000,2,2.892869,10.190521,1.049508,3d_robust_wls,5,0.102404,0.179163,-80.212,63.853812,0,0,2.892869,10.190521,1.049508,,,1|2|3|4|5,,420
tag,110613.000,1,2.748517,9.738755,4.003740,xy_robust_height_locked,3,0.179922,0.283643,-77.163,38.595156,0,0,2.748517,9.738755,4.003740,,,3|4|5,,421
tag,110722.000,2,3.083645,10.108665,1.016228,3d_robust_wls,5,0.100917,0.157401,-81.881,63.314283,0,0,3.083645,10.108665,1.016228,,,1|2|3|4|5,,422
tag,110813.000,1,2.759033,9.628601,4.003740,xy_robust_height_locked,3,0.183603,0.287486,-73.399,39.802428,0,0,2.759033,9.628601,4.003740,,,3|4|5,,423
tag,110922.000,2,3.070627,10.016002,1.001654,3d_robust_wls,5,0.082756,0.118480,-81.159,64.111509,0,0,3.070627,10.016002,1.001654,,,1|2|3|4|5,,424
tag,111017.000,1,2.784257,9.564685,4.003740,xy_robust_height_locked_drop_1,4,0.193332,0.293570,-76.212,38.525675,0,0,2.784257,9.564685,4.003740,,,3|4|5,1,425
tag,111122.000,2,3.077690,9.959732,1.028542,3d_robust_wls,5,0.087635,0.129919,-81.453,63.862465,0,0,3.077690,9.959732,1.028542,,,1|2|3|4|5,,426
tag,111222.000,1,1.954277,11.402848,4.003740,xy_robust_height_locked_drop_4-5,5,0.352244,0.464750,-78.790,32.856289,0,0,1.954277,11.402848,4.003740,,,1|2|3,4|5,427
tag,111362.000,2,3.078667,9.907429,1.022060,3d_robust_wls,5,0.081070,0.112429,-80.216,64.492183,0,0,3.078667,9.907429,1.022060,,,1|2|3|4|5,,428
tag,111422.000,1,2.914182,9.725723,3.482844,3d_robust_wls_drop_2,5,0.209899,0.323845,-80.039,48.689268,0,0,2.914182,9.725723,3.482844,,,1|3|4|5,2,429
tag,111562.000,2,3.046918,9.857533,1.020846,3d_robust_wls,5,0.074311,0.114738,-80.122,64.727845,0,0,3.046918,9.857533,1.020846,,,1|2|3|4|5,,430
tag,111622.000,1,1.913454,9.515492,5.085525,3d_robust_wls_drop_5,5,0.002667,0.004376,-80.061,54.898510,0,0,1.913454,9.515492,5.085525,,,1|2|3|4,5,431
tag,111722.000,2,3.042689,9.807362,0.987411,3d_robust_wls,5,0.079542,0.116747,-81.814,63.979007,0,0,3.042689,9.807362,0.987411,,,1|2|3|4|5,,432
tag,111822.000,1,2.246902,9.407242,4.560835,3d_robust_wls_drop_5,5,0.000273,0.000451,-80.300,54.886959,0,0,2.246902,9.407242,4.560835,,,1|2|3|4,5,433
tag,111922.000,2,3.040728,9.772425,0.989462,3d_robust_wls,5,0.090448,0.131939,-81.835,63.644428,0,0,3.040728,9.772425,0.989462,,,1|2|3|4|5,,434
tag,112022.000,1,2.760340,9.502258,3.073955,3d_robust_wls,5,0.089001,0.164424,-77.740,65.120934,0,0,2.760340,9.502258,3.073955,,,1|2|3|4|5,,435
tag,112122.000,2,3.036263,9.724591,0.966707,3d_robust_wls,5,0.111823,0.165715,-78.476,64.178812,0,0,3.036263,9.724591,0.966707,,,1|2|3|4|5,,436
tag,112230.000,1,2.753814,9.363135,3.039101,3d_robust_wls,4,0.059407,0.090411,-74.475,55.151608,0,0,2.753814,9.363135,3.039101,,,1|3|4|5,,437
tag,112322.000,2,3.023127,9.629638,0.960805,3d_robust_wls,5,0.078938,0.123770,-78.993,64.984444,0,0,3.023127,9.629638,0.960805,,,1|2|3|4|5,,438
tag,112422.000,1,2.233609,9.155247,4.539368,3d_robust_wls_drop_5,5,0.032151,0.053106,-78.690,54.493987,0,0,2.233609,9.155247,4.539368,,,1|2|3|4,5,439
tag,112522.000,2,3.051996,9.541582,0.987168,3d_robust_wls,5,0.089483,0.136246,-77.463,65.203550,0,0,3.051996,9.541582,0.987168,,,1|2|3|4|5,,440
tag,112662.000,1,2.275696,9.044373,4.469447,3d_robust_wls_drop_5,5,0.023551,0.038714,-77.742,55.083704,0,0,2.275696,9.044373,4.469447,,,1|2|3|4,5,441
tag,112722.000,2,3.029296,9.469894,0.994722,3d_robust_wls,5,0.092959,0.137722,-81.109,63.823171,0,0,3.029296,9.469894,0.994722,,,1|2|3|4|5,,442
tag,112862.000,1,2.207752,8.949401,4.594504,3d_robust_wls_drop_5,5,0.037719,0.057197,-76.270,55.173870,0,0,2.207752,8.949401,4.594504,,,1|2|3|4,5,443
tag,112922.000,2,3.032878,9.400904,1.009023,3d_robust_wls,5,0.082076,0.121238,-81.056,64.168250,0,0,3.032878,9.400904,1.009023,,,1|2|3|4|5,,444
tag,113022.000,1,2.165685,8.854810,4.628859,3d_robust_wls_drop_5,5,0.033437,0.046966,-79.904,54.030324,0,0,2.165685,8.854810,4.628859,,,1|2|3|4,5,445
tag,113122.000,2,2.991992,9.334594,1.032814,3d_robust_wls,5,0.098850,0.158867,-79.706,64.137446,0,0,2.991992,9.334594,1.032814,,,1|2|3|4|5,,446
tag,113222.000,1,2.139495,8.809584,4.649632,3d_robust_wls_drop_5,5,0.031770,0.045457,-77.289,54.995687,0,0,2.139495,8.809584,4.649632,,,1|2|3|4,5,447
tag,113322.000,2,2.984968,9.280863,1.023447,3d_robust_wls,5,0.128518,0.193820,-78.926,63.520267,0,0,2.984968,9.280863,1.023447,,,1|2|3|4|5,,448
tag,113422.000,1,1.917713,8.688603,4.850825,3d_robust_wls_drop_5,5,0.049749,0.074119,-75.905,54.940811,0,0,1.917713,8.688603,4.850825,,,1|2|3|4,5,449
tag,113522.000,2,2.908078,9.279548,0.994768,3d_robust_wls,5,0.128814,0.201469,-79.509,63.307553,0,0,2.908078,9.279548,0.994768,,,1|2|3|4|5,,450
tag,113622.000,1,1.825418,8.561084,4.884257,3d_robust_wls_drop_5,5,0.109436,0.164762,-75.482,53.298194,0,0,1.825418,8.561084,4.884257,,,1|2|3|4,5,451
tag,113762.000,2,2.816985,9.209983,0.967636,3d_robust_wls,5,0.123262,0.200771,-79.412,63.507842,0,0,2.816985,9.209983,0.967636,,,1|2|3|4|5,,452
tag,113822.000,1,1.775098,8.498875,4.858516,3d_robust_wls_drop_5,5,0.131840,0.192831,-76.904,52.128286,0,0,1.775098,8.498875,4.858516,,,1|2|3|4,5,453
tag,113962.000,2,2.739219,9.167906,0.941267,3d_robust_wls,5,0.107525,0.172435,-79.475,63.958020,0,0,2.739219,9.167906,0.941267,,,1|2|3|4|5,,454
tag,114022.000,1,1.786669,8.467128,4.748728,3d_robust_wls_drop_5,5,0.144391,0.203838,-77.658,51.488029,0,0,1.786669,8.467128,4.748728,,,1|2|3|4,5,455
tag,114122.000,2,2.693780,9.125251,0.906008,3d_robust_wls,5,0.105385,0.157015,-78.771,64.268544,0,0,2.693780,9.125251,0.906008,,,1|2|3|4|5,,456
tag,114229.000,1,1.702828,8.506784,4.748728,xy_robust_height_locked_drop_5,4,0.128014,0.162872,-73.836,41.316837,0,0,1.702828,8.506784,4.748728,,,1|3|4,5,457
tag,114322.000,2,2.641086,9.099394,0.889277,3d_robust_wls,5,0.106668,0.153323,-78.510,64.321576,0,0,2.641086,9.099394,0.889277,,,1|2|3|4|5,,458
tag,114422.000,1,1.813620,8.472838,4.599347,3d_robust_wls_drop_5,5,0.138441,0.210894,-76.098,52.212611,0,0,1.813620,8.472838,4.599347,,,1|2|3|4,5,459
tag,114522.000,2,2.607853,9.091228,0.897788,3d_robust_wls,5,0.111548,0.175276,-78.649,64.126301,0,0,2.607853,9.091228,0.897788,,,1|2|3|4|5,,460
tag,114622.000,1,1.974983,8.541676,4.354467,3d_robust_wls_drop_5,5,0.109777,0.163439,-77.246,52.670715,0,0,1.974983,8.541676,4.354467,,,1|2|3|4,5,461
tag,114722.000,2,2.564651,9.059988,0.964477,3d_robust_wls,5,0.129593,0.209888,-79.677,63.225080,0,0,2.564651,9.059988,0.964477,,,1|2|3|4|5,,462
tag,114822.000,1,2.485505,8.777532,2.912580,3d_robust_wls,5,0.128449,0.237492,-78.051,63.828593,0,0,2.485505,8.777532,2.912580,,,1|2|3|4|5,,463
tag,114922.000,2,2.549361,9.016565,1.001571,3d_robust_wls,5,0.131152,0.220192,-79.835,63.123159,0,0,2.549361,9.016565,1.001571,,,1|2|3|4|5,,464
tag,115062.000,1,2.525300,8.776136,2.892158,3d_robust_wls,5,0.089720,0.154292,-77.085,65.328725,0,0,2.525300,8.776136,2.892158,,,1|2|3|4|5,,465
tag,115122.000,2,2.586973,8.995785,1.070134,3d_robust_wls,5,0.139474,0.227667,-80.128,62.770960,0,0,2.586973,8.995785,1.070134,,,1|2|3|4|5,,466
tag,115262.000,1,2.574560,8.768195,2.874025,3d_robust_wls,5,0.090074,0.147100,-77.175,65.286501,0,0,2.574560,8.768195,2.874025,,,1|2|3|4|5,,467
tag,115322.000,2,2.669806,8.962384,1.101335,3d_robust_wls,5,0.149399,0.222305,-80.382,62.384168,0,0,2.669806,8.962384,1.101335,,,1|2|3|4|5,,468
tag,115422.000,1,2.693012,8.761245,2.958091,3d_robust_wls,5,0.077367,0.127937,-77.167,65.670490,0,0,2.693012,8.761245,2.958091,,,1|2|3|4|5,,469
tag,115522.000,2,2.749412,8.930398,1.207217,3d_robust_wls,5,0.171935,0.278966,-79.675,61.955574,0,0,2.749412,8.930398,1.207217,,,1|2|3|4|5,,470
tag,115622.000,1,2.752354,8.760867,2.835124,3d_robust_wls,5,0.087275,0.152666,-76.656,65.552188,0,0,2.752354,8.760867,2.835124,,,1|2|3|4|5,,471
tag,115722.000,2,2.826862,8.918482,1.220212,3d_robust_wls,5,0.177144,0.293988,-79.882,61.726816,0,0,2.826862,8.918482,1.220212,,,1|2|3|4|5,,472
tag,115822.000,1,2.421279,8.528057,4.263521,3d_robust_wls_drop_5,5,0.005893,0.008737,-77.064,55.850775,0,0,2.421279,8.528057,4.263521,,,1|2|3|4,5,473
tag,115922.000,2,2.973855,8.905564,1.151714,3d_robust_wls,5,0.155585,0.260446,-80.825,62.043611,0,0,2.973855,8.905564,1.151714,,,1|2|3|4|5,,474
tag,116022.000,1,2.879444,8.695797,2.891309,3d_robust_wls,5,0.100267,0.156259,-76.240,65.308047,0,0,2.879444,8.695797,2.891309,,,1|2|3|4|5,,475
tag,116162.000,2,3.004358,8.880487,1.117690,3d_robust_wls,5,0.163581,0.277277,-81.098,61.708281,0,0,3.004358,8.880487,1.117690,,,1|2|3|4|5,,476
tag,116222.000,1,2.485429,8.448437,4.230584,3d_robust_wls_drop_5,5,0.007543,0.011320,-75.492,56.351544,0,0,2.485429,8.448437,4.230584,,,1|2|3|4,5,477
tag,116362.000,2,3.024926,8.827877,1.079697,3d_robust_wls,5,0.159006,0.269418,-81.553,61.686390,0,0,3.024926,8.827877,1.079697,,,1|2|3|4|5,,478
tag,116422.000,1,2.359903,8.327403,4.474452,3d_robust_wls_drop_5,5,0.016152,0.023036,-76.988,55.569788,0,0,2.359903,8.327403,4.474452,,,1|2|3|4,5,479
tag,116522.000,2,3.052837,8.771208,1.057413,3d_robust_wls,5,0.151414,0.265442,-79.920,62.485497,0,0,3.052837,8.771208,1.057413,,,1|2|3|4|5,,480
tag,116622.000,1,2.263174,8.244324,4.625946,3d_robust_wls_drop_5,5,0.020325,0.029155,-77.522,55.257511,0,0,2.263174,8.244324,4.625946,,,1|2|3|4,5,481
tag,116722.000,2,3.026879,8.711287,1.055271,3d_robust_wls,5,0.149918,0.261915,-81.863,61.850532,0,0,3.026879,8.711287,1.055271,,,1|2|3|4|5,,482
tag,116822.000,1,2.414130,8.193772,4.385833,3d_robust_wls_drop_5,5,0.028198,0.040900,-77.835,54.911929,0,0,2.414130,8.193772,4.385833,,,1|2|3|4,5,483
tag,116922.000,2,2.929777,8.672033,0.912607,3d_robust_wls,5,0.146697,0.263301,-80.629,62.379089,0,0,2.929777,8.672033,0.912607,,,1|2|3|4|5,,484
tag,117028.000,1,2.421659,8.139327,4.385833,xy_robust_height_locked_drop_5,4,0.041542,0.052967,-75.045,43.488027,0,0,2.421659,8.139327,4.385833,,,1|3|4,5,485
tag,117122.000,2,2.929627,8.623158,0.854368,3d_robust_wls,5,0.135047,0.233816,-82.056,62.228924,0,0,2.929627,8.623158,0.854368,,,1|2|3|4|5,,486
tag,117222.000,1,2.390919,8.088935,4.457718,3d_robust_wls_drop_5,5,0.031112,0.041404,-78.048,54.749774,0,0,2.390919,8.088935,4.457718,,,1|2|3|4,5,487
tag,117322.000,2,2.977992,8.573229,0.884369,3d_robust_wls,5,0.151084,0.256750,-79.703,62.571435,0,0,2.977992,8.573229,0.884369,,,1|2|3|4|5,,488
tag,117462.000,1,2.418399,8.016088,4.432947,3d_robust_wls_drop_5,5,0.053422,0.075269,-78.193,54.029787,0,0,2.418399,8.016088,4.432947,,,1|2|3|4,5,489
tag,117522.000,2,2.966070,8.507762,0.919985,3d_robust_wls,5,0.158174,0.274383,-79.431,62.453846,0,0,2.966070,8.507762,0.919985,,,1|2|3|4|5,,490
tag,117662.000,1,2.426354,7.972138,4.419370,3d_robust_wls_drop_5,5,0.050950,0.069986,-78.801,53.891279,0,0,2.426354,7.972138,4.419370,,,1|2|3|4,5,491
tag,117722.000,2,2.988759,8.446295,0.908809,3d_robust_wls,5,0.175824,0.306255,-80.322,61.612695,0,0,2.988759,8.446295,0.908809,,,1|2|3|4|5,,492
tag,117822.000,1,2.423991,7.917455,4.398230,3d_robust_wls_drop_5,5,0.051905,0.076961,-78.064,54.120479,0,0,2.423991,7.917455,4.398230,,,1|2|3|4,5,493
tag,117922.000,2,2.985048,8.400473,0.929959,3d_robust_wls,5,0.176521,0.312780,-78.756,62.139716,0,0,2.985048,8.400473,0.929959,,,1|2|3|4|5,,494
tag,118022.000,1,2.955717,8.098998,2.878834,3d_robust_wls,5,0.102782,0.182168,-77.586,64.761291,0,0,2.955717,8.098998,2.878834,,,1|2|3|4|5,,495
tag,118122.000,2,2.987282,8.349389,0.883250,3d_robust_wls,5,0.176407,0.302666,-79.346,61.936749,0,0,2.987282,8.349389,0.883250,,,1|2|3|4|5,,496
tag,118222.000,1,2.964376,8.039326,2.873713,3d_robust_wls,5,0.093022,0.158737,-76.816,65.323629,0,0,2.964376,8.039326,2.873713,,,1|2|3|4|5,,497
tag,118322.000,2,2.975000,8.244276,0.862057,3d_robust_wls,5,0.175124,0.306270,-79.660,61.865343,0,0,2.975000,8.244276,0.862057,,,1|2|3|4|5,,498
tag,118422.000,1,2.973566,7.946949,2.987594,3d_robust_wls,5,0.080306,0.142727,-77.883,65.331670,0,0,2.973566,7.946949,2.987594,,,1|2|3|4|5,,499
tag,118562.000,2,2.989482,8.140370,0.875406,3d_robust_wls,5,0.161463,0.285265,-79.345,62.385448,0,0,2.989482,8.140370,0.875406,,,1|2|3|4|5,,500
tag,118627.000,1,2.902861,7.819216,2.847388,3d_robust_wls,4,0.060766,0.092786,-75.636,54.704308,0,0,2.902861,7.819216,2.847388,,,2|3|4|5,,501
tag,118762.000,2,3.003552,8.070707,0.850191,3d_robust_wls,5,0.149092,0.257614,-79.728,62.622497,0,0,3.003552,8.070707,0.850191,,,1|2|3|4|5,,502
tag,118822.000,1,3.002925,7.816845,3.070036,3d_robust_wls,5,0.105748,0.159183,-78.971,64.187724,0,0,3.002925,7.816845,3.070036,,,1|2|3|4|5,,503
tag,118922.000,2,3.029865,8.007136,0.849781,3d_robust_wls,5,0.127820,0.222661,-80.159,63.109631,0,0,3.029865,8.007136,0.849781,,,1|2|3|4|5,,504
tag,119022.000,1,3.031857,7.759931,3.166061,3d_robust_wls,5,0.114594,0.180933,-79.818,63.625940,0,0,3.031857,7.759931,3.166061,,,1|2|3|4|5,,505
tag,119122.000,2,3.016698,7.916610,0.818216,3d_robust_wls,5,0.127625,0.226297,-79.906,63.204312,0,0,3.016698,7.916610,0.818216,,,1|2|3|4|5,,506
tag,119222.000,1,2.992642,7.624700,3.045086,3d_robust_wls,5,0.092433,0.137776,-79.133,64.530355,0,0,2.992642,7.624700,3.045086,,,1|2|3|4|5,,507
tag,119322.000,2,3.007412,7.830101,0.758986,3d_robust_wls,5,0.137376,0.239198,-79.936,62.901282,0,0,3.007412,7.830101,0.758986,,,1|2|3|4|5,,508
tag,119422.000,1,2.961427,7.489725,3.038760,3d_robust_wls,5,0.081700,0.130179,-80.428,64.399252,0,0,2.961427,7.489725,3.038760,,,1|2|3|4|5,,509
tag,119522.000,2,3.011947,7.721062,0.674414,3d_robust_wls,5,0.102382,0.164102,-80.095,63.895342,0,0,3.011947,7.721062,0.674414,,,1|2|3|4|5,,510
tag,119622.000,1,2.930074,7.357915,3.010481,3d_robust_wls,5,0.071859,0.104909,-79.597,64.985318,0,0,2.930074,7.357915,3.010481,,,1|2|3|4|5,,511
tag,119722.000,2,2.996768,7.607167,0.641748,3d_robust_wls,5,0.109273,0.181538,-80.986,63.376697,0,0,2.996768,7.607167,0.641748,,,1|2|3|4|5,,512
tag,119862.000,1,2.929540,7.278642,3.051541,3d_robust_wls,5,0.067940,0.098085,-78.749,65.399622,0,0,2.929540,7.278642,3.051541,,,1|2|3|4|5,,513
tag,119922.000,2,3.001687,7.475101,0.546800,3d_robust_wls,5,0.155925,0.268225,-80.085,62.292333,0,0,3.001687,7.475101,0.546800,,,1|2|3|4|5,,514
tag,120062.000,1,2.925321,7.111634,3.074519,3d_robust_wls,5,0.082782,0.138102,-80.199,64.446953,0,0,2.925321,7.111634,3.074519,,,1|2|3|4|5,,515
tag,120122.000,2,2.964692,7.358190,0.513777,3d_robust_wls,5,0.163192,0.272994,-80.814,61.819230,0,0,2.964692,7.358190,0.513777,,,1|2|3|4|5,,516
tag,120222.000,1,2.922352,6.950808,3.062878,3d_robust_wls,5,0.078727,0.111576,-80.057,64.618096,0,0,2.922352,6.950808,3.062878,,,1|2|3|4|5,,517
tag,120322.000,2,2.878169,7.190792,0.438533,3d_robust_wls,5,0.102647,0.172335,-80.944,63.590359,0,0,2.878169,7.190792,0.438533,,,1|2|3|4|5,,518
tag,120422.000,1,2.910640,6.799079,3.205807,3d_robust_wls,5,0.069892,0.106407,-79.378,65.121043,0,0,2.910640,6.799079,3.205807,,,1|2|3|4|5,,519
tag,120522.000,2,2.948826,6.999762,0.422980,3d_robust_wls,5,0.111045,0.190810,-80.104,63.632290,0,0,2.948826,6.999762,0.422980,,,1|2|3|4|5,,520
tag,120622.000,1,2.974244,6.612685,3.113587,3d_robust_wls,5,0.090724,0.143412,-80.359,64.152668,0,0,2.974244,6.612685,3.113587,,,1|2|3|4|5,,521
tag,120722.000,2,3.015678,6.813838,0.372199,3d_robust_wls,5,0.142881,0.264179,-79.263,62.971684,0,0,3.015678,6.813838,0.372199,,,1|2|3|4|5,,522
tag,120822.000,1,2.974515,6.415581,3.281521,3d_robust_wls,5,0.067918,0.088477,-81.267,64.519123,0,0,2.974515,6.415581,3.281521,,,1|2|3|4|5,,523
tag,120962.000,2,2.947232,6.599650,0.240568,3d_robust_wls,5,0.148318,0.257013,-81.193,62.132844,0,0,2.947232,6.599650,0.240568,,,1|2|3|4|5,,524
